"Agre emen t Num
ber",Disb urse ment Date,"Loa n Am ou
nt",Numb er of Orna ments,"Gross Weight of Ornamen
ts( gm)","Au ctio n Dat
e",Auction Place,Branch Address,
"P4G4 GOL5 8974
26","07-
Nov- 22","134
99",1,4.1,"16-
Jan
-24",Bagalkot Vidyagiri GL,"Daneshwari Complex,Ground Floor,Opp Engineering College Gate,Vidyagiri,Bagalkot-587103",
"P4G4 GOL5 9150
99","09-
Nov- 22","341
49",1,10,"16-
Jan
-24",Bagalkot Vidyagiri GL,,
"P4G4 GOL5 9156
37","09-
Nov- 22","401
27",2,12.9,"16-
Jan
-24",Bagalkot Vidyagiri GL,,
"P5S4 GOL5 8240
21","28-
Oct- 22","586
49",1,17.5,"15-
Jan
-24",BAHADURGA RH,"1st Floor 603/18, Above Easy Day, Saini Market Main Delhi ? Rohtak Road ? Bahadurgarh ? 124507 (HR)",
"P5S4 GOL5 8606
63","02-
Nov- 22","591
49",1,17.4,"15-
Jan
-24",BAHADURGA RH,,
"P5S4 GOL5 8676
83","03-
Nov- 22","955
49",1,27.8,"15-
Jan
-24",BAHADURGA RH,,
"P5S4 GOL5 8775
46","04-
Nov- 22","619
81",1,20.44,"15-
Jan
-24",BAHADURGA RH,,
"P5S4 GOL5 9337
61","11-
Nov- 22","900
50",1,28.7,"15-
Jan
-24",BAHADURGA RH,,
"P5S4 GOL5 9545
41","14-
Nov- 22","548
49",1,15.9,"15-
Jan
-24",BAHADURGA RH,,
"P5S4 GOL5 9741
37","16-
Nov- 22","991
4",1,3.51,"15-
Jan
-24",BAHADURGA RH,,
"PY63 GOL5 8136
57","27-
Oct- 22","115
749",4,33.96,"15-
Jan
-24",BALACHAUR MAINCHOW K GL,"Bajaj Finance Limited, Ward no-14,Opp BAV School, Gharshankar Road, Main Chowk, Balachaur, 144521",
"PY63 GOL5 8965
19","07-
Nov- 22","124
649",6,37.14,"15-
Jan
-24",BALACHAUR MAINCHOW K GL,,
PY63 GOL5,"12-
Nov-
22","992
52",4,31.68,"15-
Jan
-24","BALACHAUR MAINCHOW
K GL",,
"9430
06",,,,,,,,
"PY63 GOL5 9684
47","15-
Nov- 22","781
95",4,23.34,"15-
Jan
-24",BALACHAUR MAINCHOW K GL,,
"PY63 GOL5 9745
66","16-
Nov- 22","145
549",3,42.11,"15-
Jan
-24",BALACHAUR MAINCHOW K GL,,
"PY63 GOL5 9759
11","16-
Nov- 22","175
149",4,50.55,"15-
Jan
-24",BALACHAUR MAINCHOW K GL,,
"PY63 GOL5 9763
21","16-
Nov- 22","515
49",1,14.87,"15-
Jan
-24",BALACHAUR MAINCHOW K GL,,
"PY63 GOL5 9831
38","17-
Nov- 22","854
9",1,3.37,"15-
Jan
-24",BALACHAUR MAINCHOW K GL,,
"PU39 GOL5 9935
97","18-
Nov- 22","294
49",1,8.5,"15-
Jan
-24",BALANGIR,"Bajaj Finance Limited., 1st Floor, Above Sri Ganesh Electricals, Near Pooja Mandap Chowk, Balangir-767001. Orissa",
"P596 GOL5 8090
14","26-
Oct- 22","514
9",3,2,"15-
Jan
-24",Balasore Police Line Squre GL,"Police Line Squre, OT Road, Balasore, Odisha 756001",
"P596 GOL5 8074
80","26-
Oct- 22","101
49",1,3.4,"15-
Jan
-24",Balasore Police Line Squre GL,,
"P596 GOL5 8082
64","26-
Oct- 22","664
9",1,2.05,"15-
Jan
-24",Balasore Police Line Squre GL,,
"P596 GOL5 8137
12","27-
Oct- 22","564
9",1,1.75,"15-
Jan
-24",Balasore Police Line Squre GL,,
"P596 GOL5 8222
55","28-
Oct- 22","701
49",3,21.2,"15-
Jan
-24",Balasore Police Line Squre GL,,
"P596 GOL5 8453
59","31-
Oct- 22","764
9",2,3.6,"15-
Jan
-24",Balasore Police Line Squre GL,,
"P596 GOL5 8754
27","04-
Nov- 22","866
49",1,25.2,"15-
Jan
-24",Balasore Police Line Squre GL,,
"P596 GOL5 8883
04","05-
Nov- 22","191
49",3,7.8,"15-
Jan
-24",Balasore Police Line Squre GL,,
"P596 GOL5 8990
26","07-
Nov- 22","571
49",3,16.8,"15-
Jan
-24",Balasore Police Line Squre GL,,
P596 GOL5,"09-
Nov-
22","795
1",2,3.5,"15-
Jan
-24","Balasore Police Line
Squre GL",,
"9137
62",,,,,,,,
"P596 GOL5 9335
79","11-
Nov- 22","219
88",5,7.6,"15-
Jan
-24",Balasore Police Line Squre GL,,
"P596 GOL5 9432
34","12-
Nov- 22","475
13",8,16.1,"15-
Jan
-24",Balasore Police Line Squre GL,,
"P596 GOL5 9677
55","15-
Nov- 22","964
9",1,2.9,"15-
Jan
-24",Balasore Police Line Squre GL,,
"P596 GOL5 9681
59","15-
Nov- 22","861
49",2,34.9,"15-
Jan
-24",Balasore Police Line Squre GL,,
"P596 GOL5 9650
71","15-
Nov- 22","142
549",10,42.1,"15-
Jan
-24",Balasore Police Line Squre GL,,
"P596 GOL5 9672
82","15-
Nov- 22","190
111",4,54.9,"15-
Jan
-24",Balasore Police Line Squre GL,,
"P596 GOL5 9745
40","16-
Nov- 22","467
85",1,13.9,"15-
Jan
-24",Balasore Police Line Squre GL,,
"P596 GOL5 9743
99","16-
Nov- 22","553
81",7,18.1,"15-
Jan
-24",Balasore Police Line Squre GL,,
"P596 GOL5 9777
85","16-
Nov- 22","898
8",2,3.03,"15-
Jan
-24",Balasore Police Line Squre GL,,
"P596 GOL5 9776
68","16-
Nov- 22","500
0",1,2,"15-
Jan
-24",Balasore Police Line Squre GL,,
"P596 GOL5 9957
80","18-
Nov- 22","166
57",1,5.4,"15-
Jan
-24",Balasore Police Line Squre GL,,
"P596 GOL5 9955
97","18-
Nov- 22","648
9",1,2.3,"15-
Jan
-24",Balasore Police Line Squre GL,,
"P596 GOL6 0032
97","19-
Nov- 22","131
49",1,4.7,"15-
Jan
-24",Balasore Police Line Squre GL,,
"P596 GOL6 0143
14","21-
Nov- 22","333
49",1,9.6,"15-
Jan
-24",Balasore Police Line Squre GL,,
"P596 GOL6 0141
04","21-
Nov- 22","601
49",4,18.5,"15-
Jan
-24",Balasore Police Line Squre GL,,
P4Q3 GOL5,"02-
Nov-
22","501
49",1,44,"15-
Jan
-24",BALOTRA,"Bajaj Finance Limited, 1st Floor, Aanand Complex, Above Kotak Mahindra Bank,Mahaveer Colony, Main Khed Road, Balotra
(Rajasthan)-344022",
"8624
66",,,,,,,,
"P4Q3 GOL5 8604
68","02-
Nov- 22","395
00",1,11.6,"15-
Jan
-24",BALOTRA,,
"P4Q3 GOL5 9255
05","10-
Nov- 22","771
49",1,57,"15-
Jan
-24",BALOTRA,,
"PW0 2GOL
5967
268","15-
Nov- 22","205
649",6,61.2,"15-
Jan
-24",Balugaon Main Road GL,"Plt No-686/857, First Floor, main road Balugaon, Opp. Digantika hotel, Balugaon-752030, Odisha",
"P85H GOL5 8152
98","27-
Oct- 22","724
49",3,21.5,"15-
Jan
-24",Banki,"Bajaj Finance Limited., 1st  Floor, Ganesh Bazar, Near Bajaj Auto, Main Road, Banki ? 754008. Orissa",
"P85H GOL5 9561
76","14-
Nov- 22","333
49",1,9.7,"15-
Jan
-24",Banki,,
"P55 MGO L588
4223","05-
Nov- 22","350
23",3,11.2,"16-
Jan
-24",Banswada Kamareddy GL,"D No 1-1-14, 1st floor, Old Banswada Road,  Banswada, Kamareddy Dt, Telangana 503187",
"P573 GOL5 8303
52","29-
Oct- 22","253
28",1,8.03,"15-
Jan
-24",Baramati Kacheri Road GL,"1st Floor, C. R. Gujar Complex, Kacheri Road, Baramati - 413 102.",
"P573 GOL5 8680
08","03-
Nov- 22","461
99",1,14.8,"15-
Jan
-24",Baramati Kacheri Road GL,,
"P573 GOL5 8710
81","03-
Nov- 22","532
49",1,15.7,"15-
Jan
-24",Baramati Kacheri Road GL,,
"P573 GOL5 8837
38","05-
Nov- 22","346
49",2,11.2,"15-
Jan
-24",Baramati Kacheri Road GL,,
"P573 GOL5 9064
74","08-
Nov- 22","102
49",1,3.2,"15-
Jan
-24",Baramati Kacheri Road GL,,
"P573 GOL5 9061
06","08-
Nov- 22","726
49",1,21.1,"15-
Jan
-24",Baramati Kacheri Road GL,,
"P573 GOL5 9358
20","11-
Nov- 22","472
49",1,15.4,"15-
Jan
-24",Baramati Kacheri Road GL,,
"P573 GOL5 9444
44","12-
Nov- 22","774
9",1,2.35,"15-
Jan
-24",Baramati Kacheri Road GL,,
"P573 GOL5 9567
19","14-
Nov- 22","906
49",2,26.5,"15-
Jan
-24",Baramati Kacheri Road GL,,
P573 GOL5,"14-
Nov-
22","141
99",1,4.2,"15-
Jan
-24","Baramati Kacheri Road
GL",,
"9547
78",,,,,,,,
"P573 GOL5 9562
70","14-
Nov- 22","831
99",2,29.3,"15-
Jan
-24",Baramati Kacheri Road GL,,
"P573 GOL6 0036
69","19-
Nov- 22","121
01",1,4.7,"15-
Jan
-24",Baramati Kacheri Road GL,,
"P573 GOL6 0149
86","21-
Nov- 22","151
99",1,5.1,"15-
Jan
-24",Baramati Kacheri Road GL,,
"P4D1 GOL5 8485
95","31-
Oct- 22","121
49",1,15.35,"15-
Jan
-24",BARAN KOTA ROAD GL,"Ground Floor, Near HDFC Bank, Kota Road, Baran, Rajasthan- 325205",
"P4D1 GOL5 8566
19","01-
Nov- 22","261
49",1,9.2,"15-
Jan
-24",BARAN KOTA ROAD GL,,
"P4D1 GOL5 8631
85","02-
Nov- 22","341
49",1,10.2,"15-
Jan
-24",BARAN KOTA ROAD GL,,
"P4D1 GOL5 8863
05","05-
Nov- 22","801
49",1,28.8,"15-
Jan
-24",BARAN KOTA ROAD GL,,
"P4D1 GOL5 9178
44","09-
Nov- 22","251
49",1,9.74,"15-
Jan
-24",BARAN KOTA ROAD GL,,
"P4D1 GOL5 9451
37","12-
Nov- 22","240
391",5,97.64,"15-
Jan
-24",BARAN KOTA ROAD GL,,
"P4D1 GOL5 9464
47","12-
Nov- 22","271
449",7,111.4,"15-
Jan
-24",BARAN KOTA ROAD GL,,
"P4D1 GOL5 9762
53","16-
Nov- 22","856
49",6,29.5,"15-
Jan
-24",BARAN KOTA ROAD GL,,
"P4D1 GOL6 0020
15","19-
Nov- 22","696
49",5,20.4,"15-
Jan
-24",BARAN KOTA ROAD GL,,
"P4D1 GOL6 0176
81","21-
Nov- 22","600
25",2,26.23,"15-
Jan
-24",BARAN KOTA ROAD GL,,
"P4D1 GOL6 0164
67","21-
Nov- 22","601
12",2,24.56,"15-
Jan
-24",BARAN KOTA ROAD GL,,
"PY54 GOL5 8777
97","04-
Nov- 22","107
33",1,3.2,"15-
Jan
-24",BARARA RAILWAY ROAD GL,"Ground floor, Near- New life hospital, Opp- Aggarwal dharamshala, Railway Road, Barara, Haryana 133201",
PY54 GOL5,"09-
Nov-
22","599
983",12,177,"15-
Jan
-24","BARARA RAILWAY
ROAD GL",,
"9162
49",,,,,,,,
"PY54 GOL6 0146
35","21-
Nov- 22","203
00",1,6.8,"15-
Jan
-24",BARARA RAILWAY ROAD GL,,
"PU43 GOL5 8443
56","31-
Oct- 22","120
139",1,34.9,"15-
Jan
-24",Bargarh Kharjati Kala GL,"Ground floor, Khata No[1]2414/6368, Plot No-1373/16038, Khata No-2414/3509, Plot No-1373/8938,Old N.H- 6, Kharjati kala, Bargarh, Odisha, Pin-768040",
"PU43 GOL5 8555
71","01-
Nov- 22","148
000",1,47,"15-
Jan
-24",Bargarh Kharjati Kala GL,,
"PU43 GOL5 8599
69","02-
Nov- 22","514
9",1,1.7,"15-
Jan
-24",Bargarh Kharjati Kala GL,,
"PU43 GOL5 8751
26","04-
Nov- 22","775
49",3,22.7,"15-
Jan
-24",Bargarh Kharjati Kala GL,,
"PU43 GOL5 8945
25","07-
Nov- 22","614
9",1,1.9,"15-
Jan
-24",Bargarh Kharjati Kala GL,,
"PU43 GOL5 9334
71","11-
Nov- 22","156
49",2,5,"15-
Jan
-24",Bargarh Kharjati Kala GL,,
"PU43 GOL5 9345
47","11-
Nov- 22","446
49",2,20.6,"15-
Jan
-24",Bargarh Kharjati Kala GL,,
"PU43 GOL5 9552
58","14-
Nov- 22","814
9",1,2.5,"15-
Jan
-24",Bargarh Kharjati Kala GL,,
"PU43 GOL5 9753
09","16-
Nov- 22","176
49",1,6,"15-
Jan
-24",Bargarh Kharjati Kala GL,,
"PU43 GOL5 9838
10","17-
Nov- 22","477
00",2,15.1,"15-
Jan
-24",Bargarh Kharjati Kala GL,,
"PU43 GOL5 9944
90","18-
Nov- 22","834
9",1,2.7,"15-
Jan
-24",Bargarh Kharjati Kala GL,,
"PU43 GOL5 9935
83","18-
Nov- 22","220
49",3,6.6,"15-
Jan
-24",Bargarh Kharjati Kala GL,,
"PU43 GOL6 0176
62","21-
Nov- 22","525
49",1,15.2,"15-
Jan
-24",Bargarh Kharjati Kala GL,,
"P4C7 GOL5 8300
62","29-
Oct- 22","764
9",1,2.4,"15-
Jan
-24",BARIPADA,"1st Floor, Above Relience insuracne, C/O- Girish Chandra Pattanaik, Word No- 16, Baghara Road, Baripada, Mayurbhanj, PIN- 757001.",
P4C7 GOL5,"10-
Nov-
22","934
9",1,2.8,"15-
Jan
-24",BARIPADA,,
"9238
65",,,,,,,,
"P4C7 GOL5 9349
68","11-
Nov- 22","700
0",1,2.5,"15-
Jan
-24",BARIPADA,,
"P4C7 GOL5 9778
31","16-
Nov- 22","115
00",3,3.98,"15-
Jan
-24",BARIPADA,,
"P4C7 GOL5 9794
44","16-
Nov- 22","100
00",2,4.5,"15-
Jan
-24",BARIPADA,,
"P4C7 GOL5 9780
44","16-
Nov- 22","610
0",1,2.2,"15-
Jan
-24",BARIPADA,,
"P4C7 GOL5 9792
13","16-
Nov- 22","180
00",1,6.7,"15-
Jan
-24",BARIPADA,,
"P4C7 GOL5 9788
11","16-
Nov- 22","455
49",1,13.6,"15-
Jan
-24",BARIPADA,,
"P4C7 GOL5 9791
46","16-
Nov- 22","670
00",12,22.7,"15-
Jan
-24",BARIPADA,,
"P4C7 GOL6 0146
02","21-
Nov- 22","511
49",1,14.8,"15-
Jan
-24",BARIPADA,,
"P4C7 GOL6 0191
26","21-
Nov- 22","101
49",3,3.2,"15-
Jan
-24",BARIPADA,,
"PT85 GOL5 8106
99","26-
Oct- 22","111
49",1,3.94,"15-
Jan
-24",BARMER VISHVKARM ACIRCLE GL,"Bajaj Finance LTD. Ground Floor,Vishvkarma Circle,Rai Colony Near Jangid Panchayat Bhawan,Barmer-344001 (Rajasthan)",
"PT85 GOL5 8218
69","28-
Oct- 22","764
9",1,3.02,"15-
Jan
-24",BARMER VISHVKARM ACIRCLE GL,,
"PT85 GOL5 8495
41","31-
Oct- 22","504
99",1,177.29,"15-
Jan
-24",BARMER VISHVKARM ACIRCLE GL,,
"PT85 GOL5 8580
01","01-
Nov- 22","100
949",2,147.35,"15-
Jan
-24",BARMER VISHVKARM ACIRCLE GL,,
"PT85 GOL5 9681
44","15-
Nov- 22","231
49",1,6.83,"15-
Jan
-24",BARMER VISHVKARM ACIRCLE GL,,
"PT85 GOL5 9658
62","15-
Nov- 22","705
49",2,39.16,"15-
Jan
-24",BARMER VISHVKARM ACIRCLE GL,,
PT85 GOL5,"16-
Nov-
22","701
49",1,37.42,"15-
Jan
-24","BARMER VISHVKARM
ACIRCLE GL",,
"9766
35",,,,,,,,
"P413 GOL5 8842
19","05-
Nov- 22","104
713",2,32.71,"15-
Jan
-24",Baroda Genda Circle GL,"1st to 4th Floor, Opp. Baroda People Co-operative Housing Society, Besides Spencer's Mall, Genda Circle, vadodara- 390007",
"P413 GOL5 8840
86","05-
Nov- 22","300
09",3,9.97,"15-
Jan
-24",Baroda Genda Circle GL,,
"P413 GOL5 9964
47","18-
Nov- 22","514
9",1,1.62,"15-
Jan
-24",Baroda Genda Circle GL,,
"P529 GOL5 8938
72","07-
Nov- 22","110
349",1,32.7,"15-
Jan
-24",BARSHI,"Bajaj Finance Ltd. Hotel Ramkrishna Executive, 3870, Bhavani Peth, Barshi.-413401",
"P529 GOL5 9134
54","09-
Nov- 22","192
49",1,5.8,"15-
Jan
-24",BARSHI,,
"P529 GOL5 9766
27","16-
Nov- 22","724
9",2,2.7,"15-
Jan
-24",BARSHI,,
"PY33 GOL5 9440
08","12-
Nov- 22","236
74",2,8,"15-
Jan
-24",Baruipur,"1st Floor, Bhattacharjee Para, Po+PS : Baruipur, Kulpi Road, Ward No. 10, Pin : 700144, opposite to Rabindra Bhawan",
"P75A GOL5 9139
58","09-
Nov- 22","754
9",1,2.6,"15-
Jan
-24",Barwala Hansi road GL,"Ground Floor, Opp Muthoot finance Limited Hansi Road Barwala Pin- 125121",
"P6A4 GOL5 8248
08","28-
Oct- 22","832
49",2,25.5,"15-
Jan
-24",BASMAT,"Bajaj Finance Ltd.1st Floor, Above Canara Bank, Swaraswati Colony
,Infront Of Bmc, Monda Road Basmat 431512 ? Mh",
"P6A4 GOL5 8474
95","31-
Oct- 22","824
9",1,2.67,"15-
Jan
-24",BASMAT,,
"P6A4 GOL5 8702
34","03-
Nov- 22","562
49",3,17.6,"15-
Jan
-24",BASMAT,,
"P6A4 GOL5 8843
40","05-
Nov- 22","112
49",3,3.99,"15-
Jan
-24",BASMAT,,
"P6A4 GOL5 8950
40","07-
Nov- 22","150
10",1,5,"15-
Jan
-24",BASMAT,,
"P6A4 GOL5 9238
32","10-
Nov- 22","113
66",1,3.8,"15-
Jan
-24",BASMAT,,
"P6A4 GOL5 9254
74","10-
Nov- 22","882
49",2,27.5,"15-
Jan
-24",BASMAT,,
P6A4 GOL5,"10-
Nov-
22","502
49",2,14.9,"15-
Jan
-24",BASMAT,,
"9241
61",,,,,,,,
"P6A4 GOL5 9372
18","11-
Nov- 22","524
9",1,1.9,"15-
Jan
-24",BASMAT,,
"P6A4 GOL5 9588
47","14-
Nov- 22","140
46",1,4.48,"15-
Jan
-24",BASMAT,,
"P6A4 GOL5 9590
24","14-
Nov- 22","724
9",1,2.5,"15-
Jan
-24",BASMAT,,
"P6A4 GOL5 9665
65","15-
Nov- 22","258
38",4,8.4,"15-
Jan
-24",BASMAT,,
"P6A4 GOL5 9751
08","16-
Nov- 22","162
49",1,5.2,"15-
Jan
-24",BASMAT,,
"P6A4 GOL6 0185
32","21-
Nov- 22","134
749",1,40.4,"15-
Jan
-24",BASMAT,,
"P14Q GOL5 8574
27","01-
Nov- 22","146
49",1,5.5,"15-
Jan
-24",Bassi,"Bajaj Finance Limited,Ground Floor, Khadi Gram Udyog Saghan Vikash Samiti, Near AU Small Finance Bank, Main Jaipur Road, Bassi, Rajasthan 303301",
"P14Q GOL5 8705
71","03-
Nov- 22","254
99",1,12.53,"15-
Jan
-24",Bassi,,
"P14Q GOL5 9046
59","08-
Nov- 22","360
09",2,46.87,"15-
Jan
-24",Bassi,,
"P14Q GOL5 9269
81","10-
Nov- 22","754
9",1,12.77,"15-
Jan
-24",Bassi,,
"PB43 GOL5 8851
76","05-
Nov- 22","771
49",5,23.48,"15-
Jan
-24",Bathinda Gl,"Bajaj Finance Limited, Ground Floor, Guru Kanshi marg near Hdfc Life Opp Bus stand Bathinda, Punjab ? 151001",
"PB43 GOL5 9795
20","16-
Nov- 22","885
49",2,26.28,"15-
Jan
-24",Bathinda Gl,,
"P39E GOL5 8599
46","02-
Nov- 22","441
49",5,13.5,"15-
Jan
-24","Bazpur Bazpur Gurudwara
GL","Bajaj finance limited,Bazpur Gurudwara Bazpur,Pin-262401,Distt- U.
S. Nagar Uttarakhand",
"P39E GOL5 9841
03","17-
Nov- 22","100
50",1,3.5,"15-
Jan
-24","Bazpur Bazpur Gurudwara
GL",,
"P39E GOL6 0027
60","19-
Nov- 22","681
49",1,20,"15-
Jan
-24","Bazpur Bazpur Gurudwara
GL",,
P39E GOL6,"21-
Nov-
22","355
000",17,105.62,"15-
Jan
-24",Bazpur Bazpur,,
"0177
56",,,,,,"Gurudwara
GL",,
"P39E GOL6 0158
91","21-
Nov- 22","812
00",5,25.8,"15-
Jan
-24","Bazpur Bazpur Gurudwara
GL",,
"P6C4 GOL5 8184
21","27-
Oct- 22","295
149",11,92.68,"15-
Jan
-24",BEAWAR,"Bajaj Finance Limited, 2nd Floor, Mohini Plaza, Inside Chang Gate, Pali Bazar Beawar 305901",
"P6C4 GOL5 8555
35","01-
Nov- 22","771
49",5,48.19,"15-
Jan
-24",BEAWAR,,
"P6C4 GOL5 8695
47","03-
Nov- 22","194
33",1,9.38,"15-
Jan
-24",BEAWAR,,
"P6C4 GOL5 8954
56","07-
Nov- 22","131
049",3,43.39,"15-
Jan
-24",BEAWAR,,
"P6C4 GOL5 9061
54","08-
Nov- 22","405
49",2,35.497,"15-
Jan
-24",BEAWAR,,
"P6C4 GOL5 9468
51","12-
Nov- 22","236
49",2,7.25,"15-
Jan
-24",BEAWAR,,
"P6C4 GOL5 9845
52","17-
Nov- 22","714
9",1,13.13,"15-
Jan
-24",BEAWAR,,
"P6C4 GOL6 0044
64","19-
Nov- 22","114
849",1,53.1,"15-
Jan
-24",BEAWAR,,
"PF48 GOL5 8495
08","31-
Oct- 22","105
349",4,34.19,"15-
Jan
-24",Beed Gl,"Bajaj Finance Ltd,Kadam Towers,1st Floor,Opp Sp Office,Above Sbi Bank,Barshi Road,Beed-431122",
"PF48 GOL5 8559
41","01-
Nov- 22","332
49",1,10.4,"15-
Jan
-24",Beed Gl,,
"PF48 GOL5 8677
63","03-
Nov- 22","452
49",2,14.07,"15-
Jan
-24",Beed Gl,,
"PF48 GOL5 9060
88","08-
Nov- 22","201
23",2,6.96,"15-
Jan
-24",Beed Gl,,
"PF48 GOL5 9152
54","09-
Nov- 22","212
49",1,6.5,"15-
Jan
-24",Beed Gl,,
"PF48 GOL5 9359
82","11-
Nov- 22","207
49",1,6.23,"15-
Jan
-24",Beed Gl,,
PF48 GOL5,"11-
Nov-
22","227
49",1,8.05,"15-
Jan
-24",Beed Gl,,
"9363
09",,,,,,,,
"PF48 GOL5 9553
74","14-
Nov- 22","201
99",1,6.45,"15-
Jan
-24",Beed Gl,,
"PF48 GOL5 9578
69","14-
Nov- 22","751
99",3,22.76,"15-
Jan
-24",Beed Gl,,
"PF48 GOL5 9950
41","18-
Nov- 22","481
99",2,14.19,"15-
Jan
-24",Beed Gl,,
"PF48 GOL5 9924
42","18-
Nov- 22","162
49",2,5.01,"15-
Jan
-24",Beed Gl,,
"PF48 GOL6 0142
80","21-
Nov- 22","373
359",3,111.17,"15-
Jan
-24",Beed Gl,,
"PF48 GOL6 0167
53","21-
Nov- 22","412
49",3,12.77,"15-
Jan
-24",Beed Gl,,
"P5Q4 GOL5 8476
52","31-
Oct- 22","245
549",6,74.11,"15-
Jan
-24",BETUL SHRAM COMPLEX GL,"Sharma Complex , Ganj Betul MP 460001",
"P5Q4 GOL5 8785
41","04-
Nov- 22","745
49",2,22.55,"15-
Jan
-24",BETUL SHRAM COMPLEX GL,,
"P5Q4 GOL5 8976
06","07-
Nov- 22","166
49",1,5.44,"15-
Jan
-24",BETUL SHRAM COMPLEX GL,,
"P5Q4 GOL5 9458
41","12-
Nov- 22","614
9",1,3,"15-
Jan
-24",BETUL SHRAM COMPLEX GL,,
"P5Q4 GOL6 0023
54","19-
Nov- 22","219
149",4,64.94,"15-
Jan
-24",BETUL SHRAM COMPLEX GL,,
"P84U GOL5 9590
48","14-
Nov- 22","321
49",1,9.4,"15-
Jan
-24",Bhabhar,"First Floor,Shiv Ganga Complex Near Mannapuram Gold loan Bhabhar,385320",
"P84U GOL6 0040
48","19-
Nov- 22","101
49",1,3.78,"15-
Jan
-24",Bhabhar,,
"P78Q GOL5 8768
71","04-
Nov- 22","151
49",1,4.54,"15-
Jan
-24",Bhachau GL,"First Floor, PL Chembers , Near HDFC Bank,Ramvadi Vistar-Bhachau- 370140",
"P78Q GOL5 9241
52","10-
Nov- 22","186
49",2,5.65,"15-
Jan
-24",Bhachau GL,,
P78Q GOL5,"15-
Nov-
22","111
49",1,3.73,"15-
Jan
-24",Bhachau GL,,
"9678
83",,,,,,,,
"PAE2 PFI59 6721
2","15-
Nov- 22","301
49",1,9.28,"15-
Jan
-24",Bhadkad,"Ground Floor, Main Bazar, Opp. Prathamik School, Bhadkad RJ - 387210",
"PX73 GOL5 8220
66","28-
Oct- 22","103
354
9",21,337.7,"16-
Jan
-24",Bhadrachalla m Rtc Bus Stand,"Door No 12-2-51/2, 1st Floor, Above Sri Lakshmi Medicals & General Stores, Behind Rtc Bus Stand, Opposite Dr Mohan Rao Hospital Bhadrachalam HO, Bhadrachalam - 507111
Telangana",
"P4C8 GOL5 8945
55","07-
Nov- 22","371
49",2,11,"15-
Jan
-24",Bhadrak Salandi Bypass GL,"Ground floor, R C Behera Mansion, Salandi Bypass, Bhadrak-756100",
"P4C8 GOL5 9243
03","10-
Nov- 22","451
49",2,13.25,"15-
Jan
-24",Bhadrak Salandi Bypass GL,,
"P4C8 GOL5 9679
76","15-
Nov- 22","201
49",1,9.7,"15-
Jan
-24",Bhadrak Salandi Bypass GL,,
"P4C8 GOL5 9925
29","18-
Nov- 22","983
1",2,3.3,"15-
Jan
-24",Bhadrak Salandi Bypass GL,,
"P4C8 GOL6 0167
94","21-
Nov- 22","480
00",3,21.2,"15-
Jan
-24",Bhadrak Salandi Bypass GL,,
"P24C GOL5 8959
65","07-
Nov- 22","121
49",1,3.72,"15-
Jan
-24",Bhagta Bhai Ka,"Bajaj Finance Limited, 1st Floor, JN Mittal Complex, Above Maruti Dealer, Near Jarnail Singh Feed Factory, Barnala Road, Bhagta Bhai Ka. - 151206",
"P24C GOL5 9563
86","14-
Nov- 22","121
83",2,3.8,"15-
Jan
-24",Bhagta Bhai Ka,,
"P4W 1GOL
5830
822","29-
Oct- 22","480
77",1,15.2,"15-
Jan
-24",BHANDARA,"1st Floor, Noman Tower, Rajeev Gandhi Sq, Near Bob, Tumsar Rd, Bhandara, Maharashtra-441904,",
"P4W 1GOL
5830
220","29-
Oct- 22","242
49",1,9.7,"15-
Jan
-24",BHANDARA,,
"P4W 1GOL
5897
540","07-
Nov- 22","152
49",2,4.9,"15-
Jan
-24",BHANDARA,,
"P4W 1GOL
5975
127","16-
Nov- 22","665
06",6,22.1,"15-
Jan
-24",BHANDARA,,
"P4W 1GOL
5984
844","17-
Nov- 22","252
72",5,10.35,"15-
Jan
-24",BHANDARA,,
"P4W 1GOL
6003
201","19-
Nov- 22","102
49",2,4,"15-
Jan
-24",BHANDARA,,
P4W 1GOL,"21-
Nov-
22","166
804",5,49.05,"15-
Jan
-24",BHANDARA,,
"6016
141",,,,,,,,
"P4W 1GOL
6016
512","21-
Nov- 22","147
900",8,48.4,"15-
Jan
-24",BHANDARA,,
"P4W 1GOL
6016
937","21-
Nov- 22","141
767",1,41.2,"15-
Jan
-24",BHANDARA,,
"P04V GOL5 8158
83","27-
Oct- 22","841
49",1,30.534,"15-
Jan
-24",Bhanvad GL,"First Floor, Somnath Guest House, Veraval Naku Near HDFC Bank,Punit Coldrink Bhanvad-360510",
"P460 GOL5 8991
26","07-
Nov- 22","834
84",1,26.03,"15-
Jan
-24",BHARUCH,"Shop No. 316 to 320, 3rd Floor Nexus Business Hub, Mojampur, Opp. Pritam Soc 2, Bharuch ? 392001 (Gujarat)",
"PG40 PFI59 0624
9","08-
Nov- 22","774
9",1,2.5,"15-
Jan
-24",Bhatane Javkheda,"Bajaj Finanace Limited, C/O Pravin Patil, Ground Floor, Dadai Complex Tarhad Main Road,Near Mahadev Mandir, Bhatane, District- Dhule, Maharashtra ? 425427",
"PG40 PFI60 0454
6","19-
Nov- 22","131
99",3,4.56,"15-
Jan
-24",Bhatane Javkheda,,
